age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed
26,admin.,single,high.school,no,no,no,cellular,jul,fri,134,3,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1
25,self-employed,single,university.degree,no,no,no,telephone,jun,mon,178,7,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1
39,blue-collar,married,basic.9y,no,no,no,telephone,may,tue,302,1,0,nonexistent,1.1,93.994,-36.4,4.856,5191
59,retired,married,basic.4y,no,no,yes,telephone,jul,thu,22,3,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1
52,self-employed,single,professional.course,no,no,yes,cellular,nov,thu,139,1,0,nonexistent,-0.1,93.2,-42,4.076,5195.8
25,blue-collar,single,basic.9y,no,yes,yes,cellular,jul,wed,322,2,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1
29,blue-collar,married,basic.9y,no,no,no,cellular,may,wed,54,1,1,success,-1.8,92.893,-46.2,1.281,5099.1
35,admin.,married,university.degree,no,yes,no,cellular,may,wed,376,2,1,failure,-1.8,92.893,-46.2,1.334,5099.1
39,technician,married,professional.course,no,yes,no,cellular,jul,thu,202,1,1,failure,-1.7,94.215,-40.3,0.81,4991.6
31,admin.,single,university.degree,no,no,no,telephone,may,fri,162,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191
28,blue-collar,single,professional.course,no,yes,no,cellular,may,mon,113,1,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1
40,self-employed,married,high.school,no,no,no,cellular,jul,mon,521,1,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1
39,admin.,married,university.degree,no,no,no,telephone,jun,mon,69,3,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1
41,blue-collar,married,basic.4y,no,yes,no,telephone,jul,tue,281,3,0,nonexistent,1.4,93.918,-42.7,4.955,5228.1
39,housemaid,married,professional.course,no,yes,no,cellular,aug,fri,80,1,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1
30,self-employed,married,professional.course,no,yes,no,cellular,may,tue,98,5,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1
40,management,married,basic.9y,no,yes,yes,telephone,jun,fri,162,1,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1
32,technician,married,professional.course,no,yes,yes,cellular,jul,mon,330,4,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
37,admin.,divorced,university.degree,no,yes,yes,cellular,aug,tue,211,2,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1
52,admin.,married,university.degree,no,no,no,cellular,may,thu,195,1,0,nonexistent,-1.8,93.876,-40,0.677,5008.7
28,student,single,basic.9y,no,yes,no,cellular,mar,tue,156,1,0,nonexistent,-1.8,92.843,-50,1.799,5099.1
43,blue-collar,married,high.school,no,yes,no,telephone,may,wed,294,1,0,nonexistent,1.1,93.994,-36.4,4.856,5191
45,housemaid,divorced,university.degree,no,no,no,telephone,may,tue,834,6,0,nonexistent,1.1,93.994,-36.4,4.856,5191
47,blue-collar,divorced,basic.4y,no,yes,no,cellular,aug,mon,149,7,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1
58,admin.,divorced,university.degree,no,yes,no,telephone,may,wed,244,1,0,nonexistent,1.1,93.994,-36.4,4.858,5191
33,technician,single,high.school,no,yes,no,cellular,jul,fri,270,1,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
38,blue-collar,single,high.school,no,no,no,telephone,mar,tue,450,3,2,success,-1.8,93.369,-34.8,0.652,5008.7
60,management,married,university.degree,no,yes,no,telephone,jun,thu,89,2,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1
28,admin.,single,university.degree,no,yes,no,telephone,may,fri,1128,3,0,nonexistent,1.1,93.994,-36.4,4.859,5191
33,self-employed,single,university.degree,no,yes,no,cellular,mar,mon,265,2,0,nonexistent,-1.8,93.369,-34.8,0.652,5008.7
41,entrepreneur,divorced,basic.9y,no,yes,yes,cellular,jul,thu,219,1,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1
46,technician,single,professional.course,no,no,no,cellular,aug,thu,128,1,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1
32,blue-collar,married,high.school,no,no,no,cellular,jul,wed,259,2,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1
42,technician,single,university.degree,no,yes,no,cellular,may,mon,33,2,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1
29,admin.,single,university.degree,no,no,no,cellular,oct,mon,87,2,1,failure,-3.4,92.431,-26.9,0.731,5017.5
24,blue-collar,single,basic.6y,no,no,no,telephone,jul,wed,115,1,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1
58,retired,married,basic.4y,no,yes,no,cellular,jun,tue,79,2,0,nonexistent,-2.9,92.963,-40.8,1.252,5076.2
31,admin.,married,high.school,no,no,yes,telephone,may,thu,349,2,0,nonexistent,1.1,93.994,-36.4,4.86,5191
34,services,single,basic.9y,no,no,no,cellular,may,wed,308,1,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1
44,admin.,married,high.school,no,yes,no,cellular,jul,wed,97,1,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
59,blue-collar,married,basic.4y,no,no,no,cellular,may,thu,190,2,1,failure,-1.8,92.893,-46.2,1.327,5099.1
34,technician,single,university.degree,no,no,no,telephone,aug,thu,214,2,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1
48,management,married,university.degree,no,yes,no,cellular,nov,mon,112,1,1,success,-0.1,93.2,-42,4.191,5195.8
47,admin.,single,university.degree,no,no,no,cellular,nov,tue,193,1,0,nonexistent,-3.4,92.649,-30.1,0.72,5017.5
34,blue-collar,married,professional.course,no,yes,no,telephone,may,mon,210,2,0,nonexistent,1.1,93.994,-36.4,4.858,5191
38,technician,single,university.degree,no,yes,yes,telephone,may,thu,245,3,0,nonexistent,1.1,93.994,-36.4,4.86,5191
26,technician,single,professional.course,no,yes,no,cellular,apr,fri,362,2,1,failure,-1.8,93.075,-47.1,1.405,5099.1
31,technician,divorced,high.school,no,no,no,cellular,aug,fri,129,3,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1
31,admin.,single,university.degree,no,yes,no,telephone,jun,tue,116,1,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1
57,blue-collar,married,basic.4y,no,no,no,cellular,aug,thu,134,9,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1
36,blue-collar,married,basic.9y,no,no,yes,cellular,jul,fri,118,3,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1
37,blue-collar,single,professional.course,no,no,no,cellular,may,mon,54,1,0,nonexistent,-1.8,92.893,-46.2,1.264,5099.1
33,technician,married,professional.course,no,yes,no,telephone,aug,fri,58,1,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1
41,technician,single,high.school,no,yes,no,cellular,aug,wed,88,3,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1
51,admin.,divorced,high.school,no,yes,no,cellular,aug,tue,133,1,1,failure,-2.9,92.201,-31.4,0.838,5076.2
36,housemaid,divorced,university.degree,no,no,no,telephone,may,thu,767,5,0,nonexistent,1.1,93.994,-36.4,4.855,5191
47,admin.,married,university.degree,no,yes,no,cellular,aug,wed,38,3,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1
44,technician,divorced,professional.course,no,yes,no,cellular,may,thu,245,3,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1
45,services,married,professional.course,no,yes,yes,cellular,jul,mon,307,1,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
38,blue-collar,married,high.school,no,no,no,telephone,apr,mon,340,1,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1
30,blue-collar,single,professional.course,no,yes,no,cellular,nov,tue,111,2,0,nonexistent,-1.1,94.767,-50.8,1.049,4963.6
55,management,married,university.degree,no,no,no,cellular,aug,thu,122,5,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1
45,blue-collar,married,basic.9y,no,yes,no,cellular,jul,wed,73,1,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1
58,retired,divorced,university.degree,no,yes,no,cellular,apr,wed,129,1,0,nonexistent,-1.8,93.075,-47.1,1.415,5099.1
33,management,single,university.degree,no,no,yes,telephone,may,fri,71,11,0,nonexistent,1.1,93.994,-36.4,4.859,5191
36,admin.,single,university.degree,no,yes,no,cellular,aug,mon,770,7,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1
33,self-employed,single,high.school,no,yes,yes,cellular,may,tue,113,1,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1
44,services,divorced,high.school,no,yes,yes,cellular,nov,mon,164,1,0,nonexistent,-0.1,93.2,-42,4.191,5195.8
30,services,single,high.school,no,yes,no,cellular,aug,thu,148,2,0,nonexistent,-2.9,92.201,-31.4,0.873,5076.2
25,student,single,high.school,no,no,no,cellular,jun,mon,485,2,0,nonexistent,-1.7,94.055,-39.8,0.72,4991.6
31,management,married,university.degree,no,no,no,cellular,may,fri,238,1,1,failure,-1.8,92.893,-46.2,1.313,5099.1
32,services,married,high.school,no,yes,yes,cellular,apr,mon,6,6,1,failure,-1.8,93.075,-47.1,1.405,5099.1
31,blue-collar,single,basic.4y,no,no,yes,cellular,nov,wed,125,2,0,nonexistent,-0.1,93.2,-42,4.12,5195.8
36,technician,single,professional.course,no,yes,no,telephone,may,thu,238,1,0,nonexistent,1.1,93.994,-36.4,4.86,5191
41,housemaid,married,high.school,no,yes,no,telephone,nov,fri,1074,1,0,nonexistent,-0.1,93.2,-42,4.021,5195.8
57,management,divorced,university.degree,no,no,no,telephone,may,fri,111,1,0,nonexistent,1.1,93.994,-36.4,4.859,5191
34,services,married,high.school,no,yes,no,cellular,may,fri,320,3,1,failure,-1.8,92.893,-46.2,1.25,5099.1
30,management,married,high.school,no,yes,no,cellular,aug,tue,19,12,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1
40,technician,married,university.degree,no,no,no,cellular,aug,mon,342,2,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1
35,blue-collar,married,basic.9y,no,no,no,cellular,jul,wed,1259,6,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1
59,entrepreneur,married,university.degree,no,no,no,telephone,jun,fri,9,5,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1
41,self-employed,married,basic.9y,no,yes,no,telephone,jun,mon,178,4,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1
35,technician,married,professional.course,no,yes,yes,cellular,jul,thu,77,3,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
41,admin.,divorced,high.school,no,no,no,telephone,may,mon,177,4,0,nonexistent,1.1,93.994,-36.4,4.857,5191
32,admin.,single,university.degree,no,yes,no,cellular,jul,thu,250,2,1,success,-1.7,94.215,-40.3,0.846,4991.6
60,self-employed,married,basic.9y,no,no,no,cellular,aug,tue,17,13,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1
34,admin.,married,university.degree,no,no,no,cellular,oct,fri,281,1,2,failure,-3.4,92.431,-26.9,0.73,5017.5
48,admin.,married,high.school,no,no,no,telephone,may,tue,82,1,0,nonexistent,1.1,93.994,-36.4,4.856,5191
50,management,married,university.degree,no,yes,no,cellular,jul,thu,161,2,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
43,admin.,married,high.school,no,no,no,telephone,jun,fri,1422,10,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1
46,services,divorced,basic.9y,no,no,no,cellular,may,wed,96,2,1,failure,-1.8,92.893,-46.2,1.334,5099.1
50,entrepreneur,married,university.degree,no,no,no,cellular,nov,mon,408,1,1,failure,-0.1,93.2,-42,4.191,5195.8
30,technician,single,university.degree,no,yes,no,cellular,aug,wed,215,1,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1
44,blue-collar,married,basic.9y,no,yes,no,cellular,jul,thu,121,1,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1
32,admin.,married,university.degree,no,yes,no,cellular,jun,tue,712,1,2,failure,-2.9,92.963,-40.8,1.262,5076.2
36,technician,married,professional.course,no,yes,no,telephone,may,thu,247,1,0,nonexistent,1.1,93.994,-36.4,4.86,5191
53,admin.,divorced,university.degree,no,yes,yes,telephone,may,thu,172,2,0,nonexistent,1.1,93.994,-36.4,4.86,5191
34,blue-collar,married,basic.4y,no,yes,yes,cellular,may,wed,338,4,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1
34,technician,divorced,professional.course,no,no,no,telephone,may,wed,91,1,0,nonexistent,1.1,93.994,-36.4,4.859,5191
41,self-employed,married,basic.9y,no,yes,no,cellular,may,thu,1135,3,1,failure,-1.8,92.893,-46.2,1.327,5099.1
48,blue-collar,married,basic.4y,no,no,no,cellular,aug,tue,134,7,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1
39,services,married,high.school,no,no,no,telephone,may,thu,359,3,0,nonexistent,1.1,93.994,-36.4,4.86,5191
50,technician,married,basic.9y,no,yes,no,telephone,nov,mon,55,2,0,nonexistent,-0.1,93.2,-42,4.191,5195.8
38,technician,single,basic.6y,no,yes,no,cellular,nov,wed,164,1,0,nonexistent,-0.1,93.2,-42,4.12,5195.8
37,admin.,single,university.degree,no,yes,no,telephone,jun,mon,540,1,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1
24,entrepreneur,single,high.school,no,yes,no,telephone,jun,fri,113,1,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1
46,management,married,university.degree,no,no,no,telephone,may,mon,103,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191
35,admin.,single,university.degree,no,no,yes,telephone,jun,fri,159,9,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1
33,admin.,single,university.degree,no,yes,no,cellular,aug,tue,226,4,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1
41,technician,married,university.degree,no,yes,no,telephone,may,fri,67,3,0,nonexistent,1.1,93.994,-36.4,4.855,5191
33,technician,single,professional.course,no,yes,no,cellular,aug,wed,290,1,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1
29,admin.,married,university.degree,no,no,yes,cellular,aug,fri,14,5,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1
51,technician,single,university.degree,no,no,no,cellular,jun,fri,657,1,0,nonexistent,-2.9,92.963,-40.8,1.268,5076.2
52,management,married,university.degree,no,no,no,cellular,aug,tue,600,1,0,nonexistent,-2.9,92.201,-31.4,0.884,5076.2
44,blue-collar,married,basic.9y,no,no,no,cellular,jul,fri,41,3,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
42,admin.,married,high.school,no,no,yes,cellular,jul,thu,219,6,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
32,blue-collar,married,basic.4y,no,no,no,telephone,may,mon,41,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191
38,services,married,basic.4y,no,no,yes,telephone,jun,thu,90,1,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1
32,technician,married,university.degree,no,yes,no,cellular,aug,thu,402,1,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1
31,technician,married,professional.course,no,no,no,cellular,apr,mon,551,3,1,failure,-1.8,93.075,-47.1,1.466,5099.1
37,blue-collar,married,basic.9y,no,yes,yes,cellular,jul,wed,184,3,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1
43,blue-collar,married,basic.9y,no,yes,no,cellular,nov,thu,340,1,0,nonexistent,-0.1,93.2,-42,4.076,5195.8
30,technician,married,university.degree,no,no,no,telephone,may,mon,165,4,0,nonexistent,1.1,93.994,-36.4,4.857,5191
34,blue-collar,married,basic.9y,no,yes,no,cellular,may,tue,264,4,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1
29,admin.,single,university.degree,no,yes,no,cellular,jul,mon,333,2,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1
52,admin.,divorced,university.degree,no,yes,yes,cellular,nov,tue,183,1,0,nonexistent,-0.1,93.2,-42,4.153,5195.8
54,retired,divorced,basic.4y,no,no,no,telephone,jun,mon,157,3,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1
31,services,married,professional.course,no,no,no,cellular,nov,thu,627,3,0,nonexistent,-0.1,93.2,-42,4.076,5195.8
40,technician,single,university.degree,no,no,no,cellular,nov,mon,141,3,0,nonexistent,-3.4,92.649,-30.1,0.714,5017.5
35,technician,divorced,professional.course,no,no,no,cellular,jun,wed,66,1,2,failure,-1.7,94.055,-39.8,0.739,4991.6
37,admin.,single,high.school,no,yes,no,cellular,jul,mon,291,1,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1
35,services,married,basic.6y,no,no,no,telephone,may,mon,70,6,0,nonexistent,1.1,93.994,-36.4,4.857,5191
53,admin.,married,professional.course,no,yes,yes,cellular,nov,tue,140,2,0,nonexistent,-0.1,93.2,-42,4.153,5195.8
40,unemployed,married,professional.course,no,no,yes,telephone,sep,fri,91,1,0,nonexistent,-3.4,92.379,-29.8,0.773,5017.5
28,blue-collar,single,high.school,no,yes,no,telephone,apr,thu,240,1,0,nonexistent,-1.8,93.075,-47.1,1.483,5099.1
39,blue-collar,single,basic.4y,no,no,yes,telephone,jun,fri,396,4,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1
41,blue-collar,married,basic.9y,no,no,no,cellular,may,fri,491,1,2,failure,-1.8,92.893,-46.2,1.313,5099.1
44,admin.,single,high.school,no,no,yes,telephone,jul,fri,12,1,0,nonexistent,-1.7,94.215,-40.3,0.861,4991.6
31,unemployed,married,high.school,yes,no,no,cellular,nov,tue,111,2,1,failure,-0.1,93.2,-42,4.153,5195.8
31,blue-collar,married,basic.9y,no,no,no,cellular,jul,wed,129,2,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1
31,admin.,married,university.degree,no,no,no,cellular,aug,wed,196,1,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1
35,services,married,high.school,no,yes,no,cellular,jul,tue,377,4,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1
58,blue-collar,married,basic.4y,no,yes,no,telephone,may,thu,184,1,0,nonexistent,1.1,93.994,-36.4,4.86,5191
38,technician,married,professional.course,no,yes,no,cellular,mar,fri,363,2,1,success,-1.8,92.843,-50,1.726,5099.1
36,technician,married,professional.course,no,no,no,telephone,jun,mon,151,1,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1
49,admin.,single,high.school,no,no,no,cellular,aug,thu,103,1,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1
39,housemaid,married,basic.4y,no,yes,yes,cellular,aug,fri,215,1,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1
66,retired,married,professional.course,no,no,yes,cellular,mar,tue,525,1,2,failure,-1.8,93.369,-34.8,0.655,5008.7
36,technician,married,professional.course,no,yes,no,cellular,aug,mon,45,1,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1
46,blue-collar,divorced,basic.9y,no,no,no,cellular,apr,tue,332,3,0,nonexistent,-1.8,93.075,-47.1,1.423,5099.1
32,services,married,professional.course,no,yes,no,telephone,may,fri,379,1,0,nonexistent,1.1,93.994,-36.4,4.859,5191
52,housemaid,married,basic.6y,no,yes,no,cellular,aug,fri,268,1,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1
26,blue-collar,single,high.school,no,no,no,telephone,may,fri,213,4,0,nonexistent,1.1,93.994,-36.4,4.855,5191
30,admin.,single,university.degree,no,no,no,cellular,aug,thu,180,1,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1
34,technician,divorced,professional.course,no,yes,no,telephone,may,wed,296,2,0,nonexistent,1.1,93.994,-36.4,4.856,5191
30,management,married,university.degree,no,yes,yes,cellular,nov,tue,196,1,0,nonexistent,-0.1,93.2,-42,4.153,5195.8
56,retired,married,basic.4y,no,no,no,cellular,nov,fri,163,2,1,failure,-0.1,93.2,-42,4.021,5195.8
33,blue-collar,married,basic.9y,no,yes,no,telephone,may,wed,76,2,0,nonexistent,1.1,93.994,-36.4,4.859,5191
31,blue-collar,divorced,basic.6y,no,yes,no,telephone,may,fri,597,17,0,nonexistent,1.1,93.994,-36.4,4.859,5191
46,services,married,professional.course,no,no,no,telephone,jun,tue,75,3,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1
54,technician,married,basic.4y,no,no,no,telephone,may,tue,120,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191
30,technician,single,university.degree,no,no,no,cellular,nov,thu,78,2,0,nonexistent,-0.1,93.2,-42,4.076,5195.8
45,services,married,high.school,no,yes,no,telephone,jul,tue,68,4,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1
45,unemployed,married,basic.4y,no,yes,yes,telephone,jun,fri,264,1,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1
55,retired,married,high.school,no,yes,no,cellular,jun,fri,136,3,1,success,-2.9,92.963,-40.8,1.268,5076.2
82,housemaid,divorced,basic.4y,no,no,no,cellular,jul,wed,316,1,0,nonexistent,-1.7,94.215,-40.3,0.881,4991.6
39,entrepreneur,married,basic.9y,no,no,no,telephone,may,tue,157,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191
46,technician,married,basic.9y,no,yes,no,telephone,may,fri,1135,2,0,nonexistent,1.1,93.994,-36.4,4.859,5191
33,blue-collar,single,basic.4y,no,no,no,cellular,nov,fri,60,1,0,nonexistent,-0.1,93.2,-42,4.021,5195.8
28,technician,single,professional.course,no,yes,no,cellular,aug,thu,78,3,0,nonexistent,-2.9,92.201,-31.4,0.851,5076.2
41,technician,divorced,university.degree,no,yes,yes,cellular,aug,fri,116,2,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1
39,admin.,married,university.degree,no,no,no,telephone,may,tue,160,3,0,nonexistent,1.1,93.994,-36.4,4.857,5191
27,blue-collar,married,basic.4y,no,yes,no,telephone,may,mon,51,5,0,nonexistent,1.1,93.994,-36.4,4.857,5191
39,housemaid,married,basic.9y,no,yes,yes,cellular,nov,mon,272,2,0,nonexistent,-0.1,93.2,-42,4.191,5195.8
46,technician,married,professional.course,no,yes,no,cellular,nov,mon,61,1,1,failure,-0.1,93.2,-42,4.191,5195.8
38,technician,married,professional.course,no,no,no,cellular,mar,thu,119,1,0,nonexistent,-1.8,92.843,-50,1.757,5099.1
54,technician,single,high.school,no,yes,no,cellular,nov,fri,32,2,0,nonexistent,-0.1,93.2,-42,4.021,5195.8
25,admin.,single,basic.9y,no,no,no,cellular,jul,thu,18,29,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1
37,admin.,married,university.degree,no,no,yes,cellular,dec,mon,206,2,1,success,-3,92.713,-33,0.706,5023.5
28,self-employed,single,basic.9y,no,no,no,telephone,may,tue,125,3,0,nonexistent,1.1,93.994,-36.4,4.856,5191
31,admin.,single,high.school,no,no,no,telephone,may,thu,132,22,0,nonexistent,1.1,93.994,-36.4,4.86,5191
42,services,married,high.school,no,yes,no,telephone,jun,fri,174,1,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1
37,blue-collar,married,professional.course,no,yes,no,cellular,jul,mon,340,3,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
37,self-employed,divorced,university.degree,no,no,no,cellular,may,wed,143,3,1,failure,-1.8,92.893,-46.2,1.334,5099.1
24,blue-collar,single,basic.9y,no,yes,no,cellular,may,mon,61,3,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1
33,technician,married,professional.course,no,yes,no,telephone,jul,mon,9,17,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1
59,technician,married,professional.course,no,yes,no,telephone,may,fri,1438,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191
60,retired,married,basic.4y,no,no,no,cellular,oct,mon,82,1,0,nonexistent,-3.4,92.431,-26.9,0.739,5017.5
31,admin.,married,university.degree,no,no,no,cellular,aug,wed,209,1,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1
38,technician,married,professional.course,no,no,no,telephone,may,tue,101,1,0,nonexistent,1.1,93.994,-36.4,4.856,5191
26,admin.,single,university.degree,no,no,no,telephone,aug,mon,1087,1,1,success,-1.7,94.027,-38.3,0.904,4991.6
52,retired,married,university.degree,no,no,no,cellular,nov,mon,147,1,0,nonexistent,-0.1,93.2,-42,4.191,5195.8
35,blue-collar,married,basic.9y,no,no,yes,telephone,jun,mon,782,2,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1
42,admin.,divorced,university.degree,no,no,no,telephone,may,wed,232,1,0,nonexistent,1.1,93.994,-36.4,4.856,5191
46,unemployed,divorced,basic.9y,no,yes,no,telephone,jun,tue,231,2,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1
40,technician,married,professional.course,no,no,no,telephone,jun,mon,92,6,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1
58,admin.,married,university.degree,no,no,no,cellular,aug,mon,129,2,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1
52,blue-collar,married,basic.4y,no,yes,no,cellular,jul,thu,156,6,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1
30,admin.,divorced,university.degree,no,no,yes,cellular,nov,tue,198,1,0,nonexistent,-0.1,93.2,-42,4.153,5195.8
44,blue-collar,married,basic.9y,no,no,no,cellular,aug,mon,135,3,0,nonexistent,1.4,93.444,-36.1,4.97,5228.1
30,management,single,university.degree,no,no,no,telephone,jun,thu,27,7,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1
43,blue-collar,married,basic.6y,no,no,no,cellular,jul,wed,272,1,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
39,services,single,high.school,no,yes,no,cellular,aug,fri,308,6,0,nonexistent,-1.7,94.027,-38.3,0.898,4991.6
43,management,married,basic.9y,no,yes,no,cellular,aug,fri,180,1,2,failure,-2.9,92.201,-31.4,0.869,5076.2
37,admin.,single,university.degree,no,no,no,cellular,oct,fri,416,2,0,nonexistent,-3.4,92.431,-26.9,0.72,5017.5
32,technician,married,university.degree,no,no,no,cellular,aug,thu,137,1,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1
40,admin.,single,professional.course,no,yes,no,cellular,may,tue,43,1,1,failure,-1.8,92.893,-46.2,1.344,5099.1
46,technician,divorced,university.degree,no,no,no,telephone,jun,fri,1288,3,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1
33,services,single,high.school,no,yes,no,cellular,may,thu,367,2,1,failure,-1.8,92.893,-46.2,1.266,5099.1
49,management,divorced,university.degree,no,no,no,telephone,may,fri,170,7,0,nonexistent,1.1,93.994,-36.4,4.864,5191
52,management,married,high.school,no,no,no,cellular,aug,tue,408,1,0,nonexistent,-2.9,92.201,-31.4,0.883,5076.2
31,admin.,single,university.degree,no,yes,no,cellular,may,mon,244,1,0,nonexistent,-1.8,92.893,-46.2,1.354,5099.1
32,blue-collar,married,basic.9y,no,yes,no,telephone,jun,wed,261,1,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1
37,admin.,single,university.degree,no,no,no,cellular,aug,wed,125,11,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1
45,housemaid,married,basic.4y,no,no,no,cellular,aug,thu,76,3,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1
28,blue-collar,single,basic.9y,no,no,no,telephone,may,fri,489,2,0,nonexistent,1.1,93.994,-36.4,4.859,5191
37,technician,married,professional.course,no,yes,no,telephone,may,fri,834,9,0,nonexistent,1.1,93.994,-36.4,4.855,5191
34,entrepreneur,single,university.degree,no,yes,no,cellular,may,thu,87,1,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1
39,services,married,basic.9y,no,yes,no,telephone,may,tue,322,3,0,nonexistent,1.1,93.994,-36.4,4.856,5191
31,admin.,single,university.degree,no,yes,yes,telephone,aug,tue,115,2,0,nonexistent,-2.9,92.201,-31.4,0.883,5076.2
